OpportunityID,HighestStage,AccountName,StageName,ACV,CloseDate,Owner,Segment,Region,CreatedDate,LastActivityDate,DaysSinceActivity,ForecastCategory,IsWon,IsClosed,ARRType,CreatedQuarter,CloseQuarter,EnteredCurrentStage,DaysInCurrentStage
OPP-00269,Commit,Temporal Cloud,Closed Won,24000,2025-08-27,Marcus Webb,SMB,Central,2025-07-05,2025-08-29,297,Closed,true,true,New,Q3 2025,Q3 2025,2025-08-12,15
OPP-00270,Commit,Castor Analytics,Commit,7921,2026-05-14,Liam Chen,SMB,West,2026-03-30,2026-06-19,3,Commit,false,false,Expansion,Q1 2026,Q2 2026,2026-05-08,45
OPP-00271,Commit,Freshdesk Systems,Closed Won,37065,2024-08-05,Aria Stephens,Mid-Market,East,2024-06-16,2024-08-06,685,Closed,true,true,Expansion,Q2 2024,Q3 2024,2024-07-23,13
OPP-00272,Commit,Ada Support,Closed Won,104000,2025-12-18,Aria Stephens,Mid-Market,East,2025-10-28,2025-12-20,184,Closed,true,true,Expansion,Q4 2025,Q4 2025,2025-12-03,15
OPP-00273,Commit,Chartmogul Analytics,Closed Won,7714,2025-03-12,Avery Singh,SMB,Central,2025-01-22,2025-03-13,466,Closed,true,true,Expansion,Q1 2025,Q1 2025,2025-02-24,16
OPP-00274,Demo,Castor Analytics,Demo,109528,2026-06-09,Priya Kapoor,Enterprise,West,2026-01-20,2026-06-19,3,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-02-07,135
OPP-00275,Qualified,Vitally CS,Qualified,250198,2026-07-12,Zara Mitchell,Enterprise,East,2026-03-12,2026-06-12,10,Best Case,false,false,Expansion,Q1 2026,Q3 2026,2026-03-16,98
OPP-00276,Demo,Warmly Cloud,Demo,333000,2026-04-29,Zara Mitchell,Enterprise,East,2025-12-28,2026-05-29,24,Best Case,false,false,New,Q4 2025,Q2 2026,2026-01-20,153
OPP-00277,Demo,Selectstar Inc,Demo,119305,2026-02-24,Noah Patel,Enterprise,Central,2025-10-19,2026-06-18,4,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-11-05,229
OPP-00278,Commit,TaxJar Cloud,Closed Won,110283,2025-11-15,Noah Patel,Enterprise,Central,2025-09-21,2025-11-15,219,Closed,true,true,Expansion,Q3 2025,Q4 2025,2025-11-02,13
OPP-00279,Qualified,Kinetica Labs,Qualified,127000,2026-02-01,Diego Fernandez,Mid-Market,East,2025-11-16,2026-06-21,1,Best Case,false,false,New,Q4 2025,Q1 2026,2025-11-24,210
OPP-00280,Commit,Castor Analytics,Commit,380471,2026-04-24,Priya Kapoor,Enterprise,West,2026-01-02,2026-06-03,19,Commit,false,false,Expansion,Q1 2026,Q2 2026,2026-01-29,144
OPP-00281,Commit,Vertex SaaS,Closed Won,390000,2024-07-03,Zara Mitchell,Enterprise,East,2024-05-06,2024-07-06,716,Closed,true,true,Expansion,Q2 2024,Q3 2024,2024-06-18,15
OPP-00282,Demo,Retool Software,Demo,74000,2026-04-18,Diego Fernandez,Mid-Market,East,2026-01-13,2026-06-10,12,Best Case,false,false,New,Q1 2026,Q2 2026,2026-02-09,133
OPP-00283,Commit,Paddle Analytics,Commit,114000,2026-09-21,Jordan Kelly,Mid-Market,Central,2026-07-03,2026-06-13,9,Commit,false,false,New,Q3 2026,Q3 2026,2026-08-19,0
OPP-00284,Commit,Apexon Digital,Closed Won,166049,2024-08-18,Zara Mitchell,Enterprise,East,2024-07-03,2024-08-19,672,Closed,true,true,Expansion,Q3 2024,Q3 2024,2024-08-08,10
OPP-00285,Qualified,Lattice Software,Closed Lost,29000,2025-07-04,Avery Singh,SMB,Central,2025-06-15,2025-07-05,352,Omit,false,true,New,Q2 2025,Q3 2025,2025-06-24,10
OPP-00286,Proposal,Salesloft Platform,Proposal,17000,2026-08-15,Elena Okafor,SMB,East,2026-06-26,2026-06-15,7,Best Case,false,false,New,Q2 2026,Q3 2026,2026-07-16,0
OPP-00287,Proposal,Alation Analytics,Closed Lost,632000,2024-01-30,Noah Patel,Enterprise,Central,2023-12-21,2024-01-30,874,Omit,false,true,Expansion,Q4 2023,Q1 2024,2024-01-15,15
OPP-00288,Commit,Devrev Systems,Closed Won,5542,2025-01-29,Liam Chen,SMB,West,2024-12-06,2025-01-31,507,Closed,true,true,Expansion,Q4 2024,Q1 2025,2025-01-13,16
OPP-00289,Commit,Kinetica Labs,Closed Won,26000,2025-05-12,Avery Singh,SMB,Central,2025-03-16,2025-05-12,406,Closed,true,true,New,Q1 2025,Q2 2025,2025-04-26,16
OPP-00290,Commit,Torii Platform,Closed Won,22518,2024-09-07,Aria Stephens,Mid-Market,East,2024-07-28,2024-09-07,653,Closed,true,true,Expansion,Q3 2024,Q3 2024,2024-09-01,6
OPP-00291,Commit,Secoda Data,Closed Won,734000,2024-09-25,Ethan Brooks,Enterprise,West,2024-07-28,2024-09-28,632,Closed,true,true,New,Q3 2024,Q3 2024,2024-09-10,15
OPP-00292,Commit,Vertex SaaS,Commit,8845,2026-08-25,Elena Okafor,SMB,East,2026-07-26,2026-06-01,21,Commit,false,false,Expansion,Q3 2026,Q3 2026,2026-09-02,0
OPP-00293,Demo,Endgame Platform,Demo,74000,2026-04-18,Ethan Brooks,Mid-Market,West,2026-03-12,2026-06-06,16,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-04-03,80
OPP-00294,Commit,dbt Labs,Closed Won,466000,2025-12-22,Ethan Brooks,Enterprise,West,2025-11-07,2025-12-25,179,Closed,true,true,New,Q4 2025,Q4 2025,2025-12-09,13
OPP-00295,Demo,Warmly Cloud,Demo,33000,2026-07-28,Mia Torres,SMB,West,2026-06-23,2026-05-25,28,Best Case,false,false,New,Q2 2026,Q3 2026,2026-07-09,0
OPP-00296,Qualified,Vertex SaaS,Closed Lost,39116,2023-12-31,Marcus Webb,Mid-Market,Central,2023-12-10,2023-12-31,904,Omit,false,true,Expansion,Q4 2023,Q4 2023,2023-12-21,10
OPP-00297,Commit,Pocus Systems,Closed Lost,13000,2024-03-25,Liam Chen,SMB,West,2024-01-28,2024-03-25,819,Omit,false,true,Churn,Q1 2024,Q1 2024,2024-03-11,14
OPP-00298,Commit,Monte Carlo Data,Closed Won,91000,2024-12-09,Marcus Webb,Mid-Market,Central,2024-10-16,2024-12-10,559,Closed,true,true,New,Q4 2024,Q4 2024,2024-11-26,13
OPP-00299,Demo,Helix Data,Demo,129000,2026-02-24,Ethan Brooks,Mid-Market,West,2025-12-07,2026-05-19,34,Best Case,false,false,New,Q4 2025,Q1 2026,2025-12-24,180
OPP-00300,Prospect,Kustomer Analytics,Prospect,10337,2026-08-22,Liam Chen,SMB,West,2026-07-04,2026-06-18,4,Omit,false,false,Expansion,Q3 2026,Q3 2026,2026-07-04,0
OPP-00301,Proposal,Bigeye Solutions,Closed Lost,480000,2024-07-09,Diego Fernandez,Enterprise,East,2024-06-08,2024-07-11,711,Omit,false,true,Churn,Q2 2024,Q3 2024,2024-06-21,18
OPP-00302,Prospect,ChurnZero Analytics,Prospect,49666,2026-04-13,Avery Singh,Mid-Market,Central,2026-01-30,2026-06-14,8,Omit,false,false,Expansion,Q1 2026,Q2 2026,2026-01-30,143
OPP-00303,Prospect,Quolum SaaS,Prospect,442000,2026-04-07,Marcus Webb,Enterprise,Central,2025-12-10,2026-05-15,38,Omit,false,false,Expansion,Q4 2025,Q2 2026,2025-12-10,194
OPP-00304,Commit,Amplitude Systems,Closed Won,93000,2024-08-11,Sofia Ramirez,Mid-Market,West,2024-06-25,2024-08-13,678,Closed,true,true,Renewal,Q2 2024,Q3 2024,2024-08-02,9
OPP-00305,Commit,Orbit Platform,Commit,122000,2026-04-04,Ethan Brooks,Mid-Market,West,2026-01-22,2026-06-08,14,Commit,false,false,New,Q1 2026,Q2 2026,2026-03-06,108
OPP-00306,Demo,Lattice Software,Demo,163000,2026-03-12,Aria Stephens,Mid-Market,East,2025-12-11,2026-06-14,8,Best Case,false,false,New,Q4 2025,Q1 2026,2025-12-27,177
OPP-00307,Commit,Freshdesk Systems,Closed Won,125573,2025-02-09,Avery Singh,Enterprise,Central,2024-12-23,2025-02-12,495,Closed,true,true,Expansion,Q4 2024,Q1 2025,2025-01-30,10
OPP-00308,Qualified,Avalara Systems,Closed Lost,77000,2025-07-05,Caleb Nguyen,Mid-Market,East,2025-06-20,2025-07-08,349,Omit,false,true,New,Q2 2025,Q3 2025,2025-06-27,8
OPP-00309,Prospect,Aha Software,Prospect,20000,2026-03-07,Aria Stephens,SMB,East,2026-01-20,2026-05-28,25,Omit,false,false,Renewal,Q1 2026,Q1 2026,2026-01-20,153
OPP-00310,Commit,Kinetica Labs,Closed Won,27724,2025-07-11,Caleb Nguyen,Mid-Market,East,2025-05-31,2025-07-12,345,Closed,true,true,Expansion,Q2 2025,Q3 2025,2025-07-01,10
OPP-00311,Qualified,Endgame Platform,Qualified,19000,2026-09-10,Liam Chen,SMB,West,2026-07-29,2026-06-05,17,Best Case,false,false,Renewal,Q3 2026,Q3 2026,2026-08-10,0
OPP-00312,Prospect,Castor Analytics,Prospect,35000,2026-03-28,Sofia Ramirez,SMB,West,2026-02-08,2026-06-12,10,Omit,false,false,Renewal,Q1 2026,Q1 2026,2026-02-08,134
OPP-00313,Commit,Freshdesk Systems,Closed Won,290319,2025-01-24,Aria Stephens,Enterprise,East,2024-12-07,2025-01-25,513,Closed,true,true,Expansion,Q4 2024,Q1 2025,2025-01-13,11
OPP-00314,Prospect,Notion Labs,Prospect,23000,2026-06-01,Elena Okafor,SMB,East,2026-04-14,2026-06-11,11,Omit,false,false,Renewal,Q2 2026,Q2 2026,2026-04-14,69
OPP-00315,Proposal,Temporal Cloud,Proposal,355000,2026-01-16,Elena Okafor,Enterprise,East,2025-08-17,2026-06-13,9,Best Case,false,false,Renewal,Q3 2025,Q1 2026,2025-09-14,281
OPP-00316,Commit,Sovos Analytics,Closed Won,12000,2025-06-20,Mia Torres,SMB,West,2025-05-06,2025-06-22,365,Closed,true,true,Renewal,Q2 2025,Q2 2025,2025-06-07,13
OPP-00317,Commit,Freshdesk Systems,Commit,29000,2026-03-06,Avery Singh,SMB,Central,2026-01-26,2026-06-15,7,Commit,false,false,Renewal,Q1 2026,Q1 2026,2026-03-07,107
OPP-00318,Commit,Kinetica Labs,Closed Won,73000,2024-11-19,Aria Stephens,Mid-Market,East,2024-09-25,2024-11-19,580,Closed,true,true,New,Q3 2024,Q4 2024,2024-11-04,15
OPP-00319,Commit,Mutiny Systems,Commit,638000,2026-01-31,Diego Fernandez,Enterprise,East,2025-10-13,2026-06-20,2,Commit,false,false,New,Q4 2025,Q1 2026,2025-11-23,211
OPP-00320,Demo,Orbit Platform,Closed Lost,135000,2024-08-16,Ethan Brooks,Mid-Market,West,2024-07-19,2024-08-16,675,Omit,false,true,New,Q3 2024,Q3 2024,2024-08-11,5
OPP-00321,Commit,Cognism Platform,Commit,110894,2026-04-28,Noah Patel,Enterprise,Central,2026-01-13,2026-06-01,21,Commit,false,false,Expansion,Q1 2026,Q2 2026,2026-02-17,125
OPP-00322,Commit,Paddle Analytics,Closed Won,148000,2025-02-24,Ethan Brooks,Mid-Market,West,2025-01-10,2025-02-26,481,Closed,true,true,New,Q1 2025,Q1 2025,2025-02-13,11
OPP-00323,Proposal,ClientSuccess Data,Proposal,14000,2026-04-03,Mia Torres,SMB,West,2026-03-03,2026-06-21,1,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-03-15,99
OPP-00324,Prospect,Planhat Systems,Prospect,495000,2026-02-01,Noah Patel,Enterprise,Central,2025-10-13,2026-06-14,8,Omit,false,false,Renewal,Q4 2025,Q1 2026,2025-10-13,252
OPP-00325,Prospect,Mutiny Systems,Closed Lost,67000,2024-11-08,Jordan Kelly,Mid-Market,Central,2024-10-27,2024-11-11,588,Omit,false,true,New,Q4 2024,Q4 2024,2024-10-27,12
OPP-00326,Demo,Brex Platform,Demo,340000,2026-05-17,Marcus Webb,Enterprise,Central,2025-12-21,2026-06-20,2,Best Case,false,false,New,Q4 2025,Q2 2026,2026-01-06,167
OPP-00327,Prospect,Maxio Platform,Closed Lost,795000,2025-09-23,Caleb Nguyen,Enterprise,East,2025-09-20,2025-09-23,272,Omit,false,true,Churn,Q3 2025,Q3 2025,2025-09-20,3
OPP-00328,Prospect,Sovos Analytics,Prospect,493000,2026-04-26,Priya Kapoor,Enterprise,West,2026-01-12,2026-06-19,3,Omit,false,false,Renewal,Q1 2026,Q2 2026,2026-01-12,161
OPP-00329,Qualified,Chisel Analytics,Closed Lost,30000,2024-06-28,Avery Singh,SMB,Central,2024-06-09,2024-06-30,722,Omit,false,true,New,Q2 2024,Q2 2024,2024-06-19,9
OPP-00330,Demo,Airbyte Data,Closed Lost,5000,2024-09-20,Mia Torres,SMB,West,2024-09-02,2024-09-21,639,Omit,false,true,Expansion,Q3 2024,Q3 2024,2024-09-16,4
OPP-00331,Proposal,Avalara Systems,Proposal,17000,2026-05-25,Mia Torres,SMB,West,2026-04-01,2026-06-09,13,Best Case,false,false,New,Q2 2026,Q2 2026,2026-04-26,57
OPP-00332,Proposal,Craft Platform,Proposal,64229,2026-07-17,Sofia Ramirez,Mid-Market,West,2026-04-02,2026-06-18,4,Best Case,false,false,Expansion,Q2 2026,Q3 2026,2026-04-20,63
OPP-00333,Qualified,Velo Systems,Qualified,21000,2026-03-02,Sofia Ramirez,SMB,West,2026-01-20,2026-05-27,26,Best Case,false,false,New,Q1 2026,Q1 2026,2026-01-30,143
OPP-00334,Demo,Seismic Analytics,Demo,11000,2026-05-16,Mia Torres,SMB,West,2026-04-13,2026-06-20,2,Best Case,false,false,New,Q2 2026,Q2 2026,2026-04-30,53
OPP-00335,Demo,Castor Analytics,Demo,295548,2026-07-26,Priya Kapoor,Enterprise,West,2026-03-02,2026-06-19,3,Best Case,false,false,Expansion,Q1 2026,Q3 2026,2026-03-17,97
OPP-00336,Qualified,Castor Analytics,Closed Lost,9308,2024-08-15,Avery Singh,SMB,Central,2024-08-02,2024-08-16,675,Omit,false,true,Expansion,Q3 2024,Q3 2024,2024-08-08,7
OPP-00337,Commit,Bombora Systems,Closed Won,21207,2025-12-23,Diego Fernandez,Mid-Market,East,2025-11-26,2025-12-24,180,Closed,true,true,Expansion,Q4 2025,Q4 2025,2025-12-18,5
OPP-00338,Commit,Orbit Platform,Closed Won,21000,2025-07-28,Aria Stephens,SMB,East,2025-06-05,2025-07-29,328,Closed,true,true,New,Q2 2025,Q3 2025,2025-07-16,12
OPP-00339,Demo,Aha Software,Closed Lost,623000,2024-09-04,Zara Mitchell,Enterprise,East,2024-08-05,2024-09-05,655,Omit,false,true,Churn,Q3 2024,Q3 2024,2024-08-27,8
OPP-00340,Qualified,ZoomInfo Data,Qualified,689000,2026-04-22,Noah Patel,Enterprise,Central,2026-01-21,2026-06-12,10,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-02-01,141
OPP-00341,Demo,Craft Platform,Closed Lost,22000,2025-09-25,Elena Okafor,SMB,East,2025-09-08,2025-09-26,269,Omit,false,true,Churn,Q3 2025,Q3 2025,2025-09-22,3
OPP-00342,Commit,Soda Analytics,Closed Won,76000,2025-10-11,Avery Singh,Mid-Market,Central,2025-08-22,2025-10-14,251,Closed,true,true,New,Q3 2025,Q4 2025,2025-09-27,14
OPP-00343,Prospect,Sovos Analytics,Prospect,99000,2026-06-05,Ethan Brooks,Mid-Market,West,2026-03-30,2026-06-16,6,Omit,false,false,Renewal,Q1 2026,Q2 2026,2026-03-30,84
OPP-00344,Qualified,Vertex SaaS,Qualified,148253,2026-01-25,Noah Patel,Enterprise,Central,2025-10-08,2026-06-14,8,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-10-16,249
OPP-00345,Demo,Endgame Platform,Demo,229525,2026-05-19,Marcus Webb,Enterprise,Central,2026-01-14,2026-06-15,7,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-02-05,137
OPP-00346,Demo,Selectstar Inc,Closed Lost,455000,2024-11-19,Priya Kapoor,Enterprise,West,2024-10-27,2024-11-21,578,Omit,false,true,New,Q4 2024,Q4 2024,2024-11-15,4
OPP-00347,Commit,Mosaic Cloud,Closed Won,45632,2025-03-14,Caleb Nguyen,Mid-Market,East,2025-01-15,2025-03-14,465,Closed,true,true,Expansion,Q1 2025,Q1 2025,2025-03-06,8
OPP-00348,Qualified,Kustomer Analytics,Qualified,152317,2026-02-22,Noah Patel,Enterprise,Central,2025-10-05,2026-05-30,23,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-10-11,254
OPP-00349,Commit,Roadmunk Analytics,Closed Won,362000,2024-03-08,Marcus Webb,Enterprise,Central,2024-01-25,2024-03-09,835,Closed,true,true,Renewal,Q1 2024,Q1 2024,2024-02-27,10
OPP-00350,Qualified,Chisel Analytics,Closed Lost,136000,2024-10-26,Priya Kapoor,Mid-Market,West,2024-10-07,2024-10-29,601,Omit,false,true,New,Q4 2024,Q4 2024,2024-10-20,6
OPP-00351,Prospect,Helix Data,Closed Lost,25000,2025-09-15,Liam Chen,SMB,West,2025-09-06,2025-09-17,278,Omit,false,true,New,Q3 2025,Q3 2025,2025-09-06,9
OPP-00352,Prospect,Gong Revenue,Prospect,124000,2026-06-14,Diego Fernandez,Mid-Market,East,2026-03-10,2026-05-28,25,Omit,false,false,New,Q1 2026,Q2 2026,2026-03-10,104
OPP-00353,Prospect,Clearbit Technologies,Prospect,169000,2026-04-11,Aria Stephens,Mid-Market,East,2026-01-12,2026-06-12,10,Omit,false,false,New,Q1 2026,Q2 2026,2026-01-12,161
OPP-00354,Proposal,Grafana Ops,Proposal,7416,2026-04-15,Elena Okafor,SMB,East,2026-03-06,2026-04-29,54,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-04-06,77
OPP-00355,Qualified,TaxJar Cloud,Closed Lost,71308,2025-11-27,Caleb Nguyen,Mid-Market,East,2025-11-10,2025-11-28,206,Omit,false,true,Expansion,Q4 2025,Q4 2025,2025-11-19,8
OPP-00356,Commit,Airfocus Cloud,Closed Won,28612,2024-05-03,Elena Okafor,Mid-Market,East,2024-03-13,2024-05-03,780,Closed,true,true,Expansion,Q1 2024,Q2 2024,2024-04-23,10
OPP-00357,Demo,Aha Software,Closed Lost,72000,2025-05-09,Avery Singh,Mid-Market,Central,2025-04-12,2025-05-11,407,Omit,false,true,New,Q2 2025,Q2 2025,2025-05-02,7
OPP-00358,Commit,Paddle Analytics,Closed Won,150000,2024-12-17,Jordan Kelly,Mid-Market,Central,2024-11-02,2024-12-19,550,Closed,true,true,New,Q4 2024,Q4 2024,2024-12-04,13
OPP-00359,Proposal,Front Systems,Proposal,96000,2026-08-08,Aria Stephens,Mid-Market,East,2026-05-18,2026-06-19,3,Best Case,false,false,Renewal,Q2 2026,Q3 2026,2026-06-06,16
OPP-00360,Qualified,Outreach Systems,Qualified,13000,2026-06-22,Elena Okafor,SMB,East,2026-05-09,2026-06-20,2,Best Case,false,false,Expansion,Q2 2026,Q2 2026,2026-05-14,39
OPP-00361,Commit,Blissfully Cloud,Closed Won,730000,2024-10-16,Avery Singh,Enterprise,Central,2024-09-01,2024-10-18,612,Closed,true,true,New,Q3 2024,Q4 2024,2024-10-05,11
OPP-00362,Qualified,Airbyte Data,Qualified,19000,2026-04-11,Sofia Ramirez,SMB,West,2026-02-19,2026-05-30,23,Best Case,false,false,New,Q1 2026,Q2 2026,2026-03-02,112
OPP-00363,Demo,Secoda Data,Demo,129000,2026-01-30,Caleb Nguyen,Mid-Market,East,2025-11-15,2026-06-14,8,Best Case,false,false,New,Q4 2025,Q1 2026,2025-12-02,202
OPP-00364,Commit,Soda Analytics,Closed Won,7206,2024-03-20,Avery Singh,SMB,Central,2024-01-27,2024-03-23,821,Closed,true,true,Expansion,Q1 2024,Q1 2024,2024-03-09,11
OPP-00365,Proposal,Mutiny Systems,Proposal,26000,2026-07-08,Caleb Nguyen,SMB,East,2026-05-26,2026-06-17,5,Best Case,false,false,New,Q2 2026,Q3 2026,2026-06-17,5
OPP-00366,Demo,Endgame Platform,Closed Lost,6753,2025-02-25,Liam Chen,SMB,West,2025-02-01,2025-02-25,482,Omit,false,true,Expansion,Q1 2025,Q1 2025,2025-02-20,5
OPP-00367,Demo,Monte Carlo Data,Closed Lost,45180,2023-12-15,Aria Stephens,Mid-Market,East,2023-11-19,2023-12-15,920,Omit,false,true,Expansion,Q4 2023,Q4 2023,2023-12-08,7
OPP-00368,Qualified,Orbit Platform,Qualified,265412,2026-04-21,Sofia Ramirez,Enterprise,West,2026-01-24,2026-06-05,17,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-01-25,148
OPP-00369,Proposal,Ramp Analytics,Proposal,85000,2026-04-04,Ethan Brooks,Mid-Market,West,2026-01-18,2026-06-08,14,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-02-09,133
OPP-00370,Demo,Blissfully Cloud,Demo,81000,2026-09-11,Jordan Kelly,Mid-Market,Central,2026-05-23,2026-06-20,2,Best Case,false,false,Renewal,Q2 2026,Q3 2026,2026-06-10,12
OPP-00371,Qualified,Freshdesk Systems,Closed Lost,22000,2024-11-28,Elena Okafor,SMB,East,2024-11-08,2024-12-01,568,Omit,false,true,New,Q4 2024,Q4 2024,2024-11-17,11
OPP-00372,Qualified,Mosaic Cloud,Qualified,244226,2026-03-17,Zara Mitchell,Enterprise,East,2025-12-21,2026-06-09,13,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2026-01-01,172
OPP-00373,Commit,dbt Labs,Closed Won,96000,2025-12-27,Caleb Nguyen,Mid-Market,East,2025-11-09,2025-12-28,176,Closed,true,true,New,Q4 2025,Q4 2025,2025-12-17,10
OPP-00374,Qualified,Metaphor Networks,Closed Lost,36000,2025-10-07,Avery Singh,SMB,Central,2025-09-24,2025-10-10,255,Omit,false,true,New,Q3 2025,Q4 2025,2025-09-30,7
OPP-00375,Prospect,Correlated SaaS,Prospect,7900,2026-07-03,Liam Chen,SMB,West,2026-05-19,2026-06-16,6,Omit,false,false,Expansion,Q2 2026,Q3 2026,2026-05-19,34
OPP-00376,Prospect,Mosaic Cloud,Prospect,479000,2026-04-21,Zara Mitchell,Enterprise,East,2025-12-04,2026-06-10,12,Omit,false,false,New,Q4 2025,Q2 2026,2025-12-04,200
OPP-00377,Commit,Qualified Platform,Closed Won,24000,2024-12-28,Sofia Ramirez,SMB,West,2024-11-07,2024-12-31,538,Closed,true,true,Expansion,Q4 2024,Q4 2024,2024-12-18,10
OPP-00378,Proposal,Avalara Systems,Proposal,623000,2026-03-20,Noah Patel,Enterprise,Central,2025-12-04,2026-06-19,3,Best Case,false,false,New,Q4 2025,Q1 2026,2025-12-26,178
OPP-00379,Qualified,Correlated SaaS,Closed Lost,548000,2025-09-25,Priya Kapoor,Enterprise,West,2025-09-07,2025-09-26,269,Omit,false,true,New,Q3 2025,Q3 2025,2025-09-15,10
OPP-00380,Qualified,Front Systems,Qualified,23000,2026-02-09,Mia Torres,SMB,West,2025-12-29,2026-06-21,1,Best Case,false,false,Renewal,Q4 2025,Q1 2026,2026-01-06,167
OPP-00381,Qualified,Apexon Digital,Qualified,27000,2026-03-30,Avery Singh,SMB,Central,2026-02-23,2026-06-06,16,Best Case,false,false,Renewal,Q1 2026,Q1 2026,2026-03-03,111
OPP-00382,Demo,GreatX Corp,Demo,559000,2026-05-15,Diego Fernandez,Enterprise,East,2025-12-06,2026-06-10,12,Best Case,false,false,New,Q4 2025,Q2 2026,2025-12-23,181
OPP-00383,Commit,Quolum SaaS,Closed Won,127000,2024-06-29,Noah Patel,Mid-Market,Central,2024-05-02,2024-06-29,723,Closed,true,true,Expansion,Q2 2024,Q2 2024,2024-06-16,13
OPP-00384,Prospect,Pulsar Systems,Prospect,69000,2026-06-25,Aria Stephens,Mid-Market,East,2026-03-08,2026-05-29,24,Omit,false,false,New,Q1 2026,Q2 2026,2026-03-08,106
OPP-00385,Commit,Fivetran Systems,Commit,37409,2026-05-02,Ethan Brooks,Mid-Market,West,2026-01-27,2026-06-15,7,Commit,false,false,Expansion,Q1 2026,Q2 2026,2026-03-13,101
OPP-00386,Demo,Zuora Platform,Demo,23000,2026-05-10,Avery Singh,SMB,Central,2026-03-25,2026-06-19,3,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-04-16,67
OPP-00387,Demo,Aha Software,Demo,8385,2026-06-12,Sofia Ramirez,SMB,West,2026-05-01,2026-06-09,13,Best Case,false,false,Expansion,Q2 2026,Q2 2026,2026-05-16,37
OPP-00388,Prospect,Apollo Cloud,Closed Lost,203108,2024-02-20,Noah Patel,Enterprise,Central,2024-02-10,2024-02-21,852,Omit,false,true,Expansion,Q1 2024,Q1 2024,2024-02-10,10
OPP-00389,Demo,Bombora Systems,Demo,23000,2026-07-06,Priya Kapoor,SMB,West,2026-06-05,2026-06-13,9,Best Case,false,false,New,Q2 2026,Q3 2026,2026-06-23,0
OPP-00390,Prospect,Recurly Systems,Prospect,32529,2026-01-02,Noah Patel,Mid-Market,Central,2025-09-29,2026-05-30,23,Omit,false,false,Expansion,Q3 2025,Q1 2026,2025-09-29,266
OPP-00391,Demo,Mosaic Cloud,Closed Lost,153000,2024-02-11,Jordan Kelly,Mid-Market,Central,2024-01-16,2024-02-14,859,Omit,false,true,New,Q1 2024,Q1 2024,2024-02-04,7
OPP-00392,Prospect,Correlated SaaS,Prospect,25000,2026-04-16,Elena Okafor,SMB,East,2026-03-02,2026-06-10,12,Omit,false,false,Renewal,Q1 2026,Q2 2026,2026-03-02,112
OPP-00393,Prospect,Orbit Platform,Closed Lost,5842,2025-07-07,Marcus Webb,SMB,Central,2025-06-21,2025-07-07,350,Omit,false,true,Expansion,Q2 2025,Q3 2025,2025-06-21,16
OPP-00394,Commit,ProfitWell Systems,Closed Won,40632,2025-06-06,Ethan Brooks,Mid-Market,West,2025-04-10,2025-06-06,381,Closed,true,true,Expansion,Q2 2025,Q2 2025,2025-05-28,9
OPP-00395,Qualified,Chartmogul Analytics,Qualified,27945,2026-03-02,Aria Stephens,Mid-Market,East,2025-12-07,2026-05-28,25,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-12-13,191
OPP-00396,Commit,Soda Analytics,Closed Won,41466,2024-09-15,Ethan Brooks,Mid-Market,West,2024-08-02,2024-09-15,645,Closed,true,true,Expansion,Q3 2024,Q3 2024,2024-09-06,9
OPP-00397,Demo,Runway Financial,Demo,122779,2026-01-02,Zara Mitchell,Enterprise,East,2025-11-02,2026-06-11,11,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-11-18,216
OPP-00398,Prospect,Warmly Cloud,Prospect,16000,2026-07-15,Avery Singh,SMB,Central,2026-05-31,2026-06-12,10,Omit,false,false,Expansion,Q2 2026,Q3 2026,2026-05-31,22
OPP-00399,Commit,Craft Platform,Closed Won,107000,2025-05-17,Diego Fernandez,Mid-Market,East,2025-03-29,2025-05-18,400,Closed,true,true,Renewal,Q1 2025,Q2 2025,2025-05-04,13
OPP-00400,Demo,Pocus Systems,Demo,99909,2026-06-25,Zara Mitchell,Enterprise,East,2026-01-10,2026-06-13,9,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-01-27,146
OPP-00401,Commit,Aha Software,Closed Lost,42582,2025-10-27,Caleb Nguyen,Mid-Market,East,2025-08-31,2025-10-28,237,Omit,false,true,Expansion,Q3 2025,Q4 2025,2025-10-08,19
OPP-00402,Commit,Totango Analytics,Commit,86000,2026-08-02,Noah Patel,Mid-Market,Central,2026-05-02,2026-06-05,17,Commit,false,false,Expansion,Q2 2026,Q3 2026,2026-05-29,24
