time_entry_id,entry_date,project_id,consultant_id,hours,billable_hours,non_billable_hours,entry_type,bill_rate,cost_rate,revenue,labor_cost
TE0024126,2025-03-04,PR0036,CN066,7.36,0,7.36,Internal,0,54,0.0,397.44
TE0024127,2025-03-05,PR0036,CN066,9.42,9.42,0,Billable Delivery,118,54,1111.56,508.68
TE0024128,2025-03-06,PR0036,CN066,10.5,10.5,0,Billable Delivery,118,54,1239.0,567.0
TE0024129,2025-03-07,PR0036,CN066,9.42,0,9.42,Rework,0,54,0.0,508.68
TE0024130,2025-03-10,PR0036,CN066,8.61,8.61,0,Billable Delivery,118,54,1015.98,464.94
TE0024131,2025-03-11,PR0036,CN066,9.94,9.94,0,Billable Delivery,118,54,1172.92,536.76
TE0024132,2025-03-12,PR0036,CN066,7.73,7.73,0,Billable Delivery,118,54,912.14,417.42
TE0024133,2025-03-13,PR0036,CN066,9.04,9.04,0,Billable Delivery,118,54,1066.72,488.16
TE0024134,2025-03-14,PR0036,CN066,7.98,7.98,0,Billable Delivery,118,54,941.64,430.92
TE0024135,2025-03-17,PR0036,CN066,8.43,8.43,0,Billable Delivery,118,54,994.74,455.22
TE0024136,2025-03-19,PR0036,CN066,9.73,9.73,0,Billable Delivery,118,54,1148.14,525.42
TE0024137,2025-03-20,PR0036,CN066,5.73,5.73,0,Billable Delivery,118,54,676.14,309.42
TE0024138,2025-03-21,PR0036,CN066,7.63,7.63,0,Billable Delivery,118,54,900.34,412.02
TE0024139,2025-03-24,PR0036,CN066,8.83,8.83,0,Billable Delivery,118,54,1041.94,476.82
TE0024140,2025-03-25,PR0036,CN066,10.24,10.24,0,Billable Delivery,118,54,1208.32,552.96
TE0024141,2025-03-27,PR0036,CN066,8.65,8.65,0,Billable Delivery,118,54,1020.7,467.1
TE0024142,2025-03-31,PR0036,CN066,9.22,9.22,0,Billable Delivery,118,54,1087.96,497.88
TE0024143,2025-04-01,PR0036,CN066,7.85,7.85,0,Billable Delivery,118,54,926.3,423.9
TE0024144,2025-04-03,PR0036,CN066,9.04,0,9.04,Enablement,0,54,0.0,488.16
TE0024145,2025-04-07,PR0036,CN066,10.5,10.5,0,Billable Delivery,118,54,1239.0,567.0
TE0024146,2025-04-08,PR0036,CN066,8.06,8.06,0,Billable Delivery,118,54,951.08,435.24
TE0024147,2025-04-10,PR0036,CN066,7.91,7.91,0,Billable Delivery,118,54,933.38,427.14
TE0024148,2025-04-11,PR0036,CN066,8.92,8.92,0,Billable Delivery,118,54,1052.56,481.68
TE0024149,2025-04-14,PR0036,CN066,7.18,7.18,0,Billable Delivery,118,54,847.24,387.72
TE0024150,2025-04-15,PR0036,CN066,8.73,8.73,0,Billable Delivery,118,54,1030.14,471.42
TE0024151,2025-04-17,PR0036,CN066,10.5,10.5,0,Billable Delivery,118,54,1239.0,567.0
TE0024152,2025-04-22,PR0036,CN066,7.38,7.38,0,Billable Delivery,118,54,870.84,398.52
TE0024153,2025-04-23,PR0036,CN066,9.35,9.35,0,Billable Delivery,118,54,1103.3,504.9
TE0024154,2025-04-24,PR0036,CN066,6.32,6.32,0,Billable Delivery,118,54,745.76,341.28
TE0024155,2025-04-25,PR0036,CN066,10.5,0,10.5,Rework,0,54,0.0,567.0
TE0024156,2025-04-30,PR0036,CN066,6.87,6.87,0,Billable Delivery,118,54,810.66,370.98
TE0024157,2025-05-01,PR0036,CN066,6.62,6.62,0,Billable Delivery,118,54,781.16,357.48
TE0024158,2025-05-05,PR0036,CN066,8.24,8.24,0,Billable Delivery,118,54,972.32,444.96
TE0024159,2025-05-06,PR0036,CN066,9.93,9.93,0,Billable Delivery,118,54,1171.74,536.22
TE0024160,2025-05-07,PR0036,CN066,6.57,6.57,0,Billable Delivery,118,54,775.26,354.78
TE0024161,2025-05-08,PR0036,CN066,6.39,6.39,0,Billable Delivery,118,54,754.02,345.06
TE0024162,2025-05-09,PR0036,CN066,6.34,6.34,0,Billable Delivery,118,54,748.12,342.36
TE0024163,2025-05-13,PR0036,CN066,8.43,8.43,0,Billable Delivery,118,54,994.74,455.22
TE0024164,2025-05-14,PR0036,CN066,8.82,8.82,0,Billable Delivery,118,54,1040.76,476.28
TE0024165,2025-05-15,PR0036,CN066,7.51,7.51,0,Billable Delivery,118,54,886.18,405.54
TE0024166,2025-05-16,PR0036,CN066,10.22,0,10.22,Enablement,0,54,0.0,551.88
TE0024167,2025-05-19,PR0036,CN066,9.73,9.73,0,Billable Delivery,118,54,1148.14,525.42
TE0024168,2025-05-20,PR0036,CN066,8.24,8.24,0,Billable Delivery,118,54,972.32,444.96
TE0024169,2025-05-21,PR0036,CN066,5.75,5.75,0,Billable Delivery,118,54,678.5,310.5
TE0024170,2025-05-22,PR0036,CN066,6.34,6.34,0,Billable Delivery,118,54,748.12,342.36
TE0024171,2025-05-23,PR0036,CN066,9.37,9.37,0,Billable Delivery,118,54,1105.66,505.98
TE0024172,2025-05-26,PR0036,CN066,7.62,7.62,0,Billable Delivery,118,54,899.16,411.48
TE0024173,2025-05-28,PR0036,CN066,7.28,7.28,0,Billable Delivery,118,54,859.04,393.12
TE0024174,2025-05-29,PR0036,CN066,6.5,6.5,0,Billable Delivery,118,54,767.0,351.0
TE0024175,2025-05-30,PR0036,CN066,8.49,8.49,0,Billable Delivery,118,54,1001.82,458.46
TE0024176,2025-06-02,PR0036,CN066,6.23,6.23,0,Billable Delivery,118,54,735.14,336.42
TE0024177,2025-06-04,PR0036,CN066,7.24,7.24,0,Billable Delivery,118,54,854.32,390.96
TE0024178,2025-06-05,PR0036,CN066,9.14,9.14,0,Billable Delivery,118,54,1078.52,493.56
TE0024179,2025-06-06,PR0036,CN066,8.04,8.04,0,Billable Delivery,118,54,948.72,434.16
TE0024180,2025-06-09,PR0036,CN066,7.95,7.95,0,Billable Delivery,118,54,938.1,429.3
TE0024181,2025-06-10,PR0036,CN066,5.26,5.26,0,Billable Delivery,118,54,620.68,284.04
TE0024182,2025-06-11,PR0036,CN066,6.82,6.82,0,Billable Delivery,118,54,804.76,368.28
TE0024183,2025-06-12,PR0036,CN066,10.1,10.1,0,Billable Delivery,118,54,1191.8,545.4
TE0024184,2025-06-18,PR0036,CN066,8.44,8.44,0,Billable Delivery,118,54,995.92,455.76
TE0024185,2025-06-19,PR0036,CN066,8.15,8.15,0,Billable Delivery,118,54,961.7,440.1
TE0024186,2025-06-20,PR0036,CN066,9.03,9.03,0,Billable Delivery,118,54,1065.54,487.62
TE0024187,2025-06-23,PR0036,CN066,6.39,0,6.39,Enablement,0,54,0.0,345.06
TE0024188,2025-06-25,PR0036,CN066,8.39,8.39,0,Billable Delivery,118,54,990.02,453.06
TE0024189,2025-06-30,PR0036,CN066,6.91,6.91,0,Billable Delivery,118,54,815.38,373.14
TE0024190,2025-07-01,PR0036,CN066,8.7,8.7,0,Billable Delivery,118,54,1026.6,469.8
TE0024191,2025-07-03,PR0036,CN066,9.81,9.81,0,Billable Delivery,118,54,1157.58,529.74
TE0024192,2025-07-04,PR0036,CN066,7.47,7.47,0,Billable Delivery,118,54,881.46,403.38
TE0024193,2025-07-07,PR0036,CN066,9.27,9.27,0,Billable Delivery,118,54,1093.86,500.58
TE0024194,2025-07-08,PR0036,CN066,7.92,7.92,0,Billable Delivery,118,54,934.56,427.68
TE0024195,2025-07-09,PR0036,CN066,7.21,7.21,0,Billable Delivery,118,54,850.78,389.34
TE0024196,2025-07-10,PR0036,CN066,8.9,8.9,0,Billable Delivery,118,54,1050.2,480.6
TE0024197,2025-07-11,PR0036,CN066,8.39,8.39,0,Billable Delivery,118,54,990.02,453.06
TE0024198,2025-01-01,PR0036,CN089,2.15,2.15,0,Billable Delivery,104,50,223.6,107.5
TE0024199,2025-01-02,PR0036,CN089,4.4,4.4,0,Billable Delivery,104,50,457.6,220.0
TE0024200,2025-01-03,PR0036,CN089,6.72,6.72,0,Billable Delivery,104,50,698.88,336.0
TE0024201,2025-01-06,PR0036,CN089,4.67,0,4.67,Enablement,0,50,0.0,233.5
TE0024202,2025-01-07,PR0036,CN089,3.27,3.27,0,Billable Delivery,104,50,340.08,163.5
TE0024203,2025-01-08,PR0036,CN089,3.27,3.27,0,Billable Delivery,104,50,340.08,163.5
TE0024204,2025-01-10,PR0036,CN089,7.31,7.31,0,Billable Delivery,104,50,760.24,365.5
TE0024205,2025-01-14,PR0036,CN089,4.73,4.73,0,Billable Delivery,104,50,491.92,236.5
TE0024206,2025-01-15,PR0036,CN089,5.28,5.28,0,Billable Delivery,104,50,549.12,264.0
TE0024207,2025-01-16,PR0036,CN089,6.1,6.1,0,Billable Delivery,104,50,634.4,305.0
TE0024208,2025-01-17,PR0036,CN089,4.59,4.59,0,Billable Delivery,104,50,477.36,229.5
TE0024209,2025-01-20,PR0036,CN089,5.81,5.81,0,Billable Delivery,104,50,604.24,290.5
TE0024210,2025-01-22,PR0036,CN089,4.47,4.47,0,Billable Delivery,104,50,464.88,223.5
TE0024211,2025-01-23,PR0036,CN089,4.29,4.29,0,Billable Delivery,104,50,446.16,214.5
TE0024212,2025-01-27,PR0036,CN089,7.64,7.64,0,Billable Delivery,104,50,794.56,382.0
TE0024213,2025-01-28,PR0036,CN089,7.8,7.8,0,Billable Delivery,104,50,811.2,390.0
TE0024214,2025-01-29,PR0036,CN089,4.08,0,4.08,Admin,0,50,0.0,204.0
TE0024215,2025-02-03,PR0036,CN089,5.53,5.53,0,Billable Delivery,104,50,575.12,276.5
TE0024216,2025-02-06,PR0036,CN089,4.4,4.4,0,Billable Delivery,104,50,457.6,220.0
TE0024217,2025-02-07,PR0036,CN089,2.8,2.8,0,Billable Delivery,104,50,291.2,140.0
TE0024218,2025-02-10,PR0036,CN089,4.0,4.0,0,Billable Delivery,104,50,416.0,200.0
TE0024219,2025-02-11,PR0036,CN089,5.04,5.04,0,Billable Delivery,104,50,524.16,252.0
TE0024220,2025-02-12,PR0036,CN089,4.83,0,4.83,Internal,0,50,0.0,241.5
TE0024221,2025-02-13,PR0036,CN089,6.64,6.64,0,Billable Delivery,104,50,690.56,332.0
TE0024222,2025-02-14,PR0036,CN089,3.84,3.84,0,Billable Delivery,104,50,399.36,192.0
TE0024223,2025-02-17,PR0036,CN089,3.54,3.54,0,Billable Delivery,104,50,368.16,177.0
TE0024224,2025-02-19,PR0036,CN089,4.25,4.25,0,Billable Delivery,104,50,442.0,212.5
TE0024225,2025-02-21,PR0036,CN089,4.15,4.15,0,Billable Delivery,104,50,431.6,207.5
TE0024226,2025-02-24,PR0036,CN089,5.85,5.85,0,Billable Delivery,104,50,608.4,292.5
TE0024227,2025-02-25,PR0036,CN089,4.65,4.65,0,Billable Delivery,104,50,483.6,232.5
TE0024228,2025-02-27,PR0036,CN089,5.34,5.34,0,Billable Delivery,104,50,555.36,267.0
TE0024229,2025-02-28,PR0036,CN089,4.88,4.88,0,Billable Delivery,104,50,507.52,244.0
TE0024230,2025-03-03,PR0036,CN089,6.05,6.05,0,Billable Delivery,104,50,629.2,302.5
TE0024231,2025-03-04,PR0036,CN089,2.86,2.86,0,Billable Delivery,104,50,297.44,143.0
TE0024232,2025-03-06,PR0036,CN089,6.46,6.46,0,Billable Delivery,104,50,671.84,323.0
TE0024233,2025-03-07,PR0036,CN089,6.57,6.57,0,Billable Delivery,104,50,683.28,328.5
TE0024234,2025-03-10,PR0036,CN089,5.65,5.65,0,Billable Delivery,104,50,587.6,282.5
TE0024235,2025-03-12,PR0036,CN089,3.62,3.62,0,Billable Delivery,104,50,376.48,181.0
TE0024236,2025-03-13,PR0036,CN089,2.18,0,2.18,Internal,0,50,0.0,109.0
TE0024237,2025-03-14,PR0036,CN089,5.7,5.7,0,Billable Delivery,104,50,592.8,285.0
TE0024238,2025-03-18,PR0036,CN089,4.55,4.55,0,Billable Delivery,104,50,473.2,227.5
TE0024239,2025-03-19,PR0036,CN089,5.1,5.1,0,Billable Delivery,104,50,530.4,255.0
TE0024240,2025-03-20,PR0036,CN089,5.26,5.26,0,Billable Delivery,104,50,547.04,263.0
TE0024241,2025-03-24,PR0036,CN089,4.15,4.15,0,Billable Delivery,104,50,431.6,207.5
TE0024242,2025-03-25,PR0036,CN089,3.52,3.52,0,Billable Delivery,104,50,366.08,176.0
TE0024243,2025-03-26,PR0036,CN089,5.03,5.03,0,Billable Delivery,104,50,523.12,251.5
TE0024244,2025-03-28,PR0036,CN089,4.03,4.03,0,Billable Delivery,104,50,419.12,201.5
TE0024245,2025-04-03,PR0036,CN089,4.77,4.77,0,Billable Delivery,104,50,496.08,238.5
TE0024246,2025-04-04,PR0036,CN089,4.01,4.01,0,Billable Delivery,104,50,417.04,200.5
TE0024247,2025-04-08,PR0036,CN089,6.99,6.99,0,Billable Delivery,104,50,726.96,349.5
TE0024248,2025-04-09,PR0036,CN089,5.79,5.79,0,Billable Delivery,104,50,602.16,289.5
TE0024249,2025-04-11,PR0036,CN089,5.98,5.98,0,Billable Delivery,104,50,621.92,299.0
TE0024250,2025-04-14,PR0036,CN089,3.84,3.84,0,Billable Delivery,104,50,399.36,192.0
TE0024251,2025-04-16,PR0036,CN089,6.73,0,6.73,Admin,0,50,0.0,336.5
TE0024252,2025-04-17,PR0036,CN089,3.28,3.28,0,Billable Delivery,104,50,341.12,164.0
TE0024253,2025-04-18,PR0036,CN089,5.29,5.29,0,Billable Delivery,104,50,550.16,264.5
TE0024254,2025-04-21,PR0036,CN089,6.32,6.32,0,Billable Delivery,104,50,657.28,316.0
TE0024255,2025-04-29,PR0036,CN089,5.18,5.18,0,Billable Delivery,104,50,538.72,259.0
TE0024256,2025-04-30,PR0036,CN089,5.44,5.44,0,Billable Delivery,104,50,565.76,272.0
TE0024257,2025-05-01,PR0036,CN089,4.7,4.7,0,Billable Delivery,104,50,488.8,235.0
TE0024258,2025-05-02,PR0036,CN089,4.23,0,4.23,Admin,0,50,0.0,211.5
TE0024259,2025-05-05,PR0036,CN089,4.35,4.35,0,Billable Delivery,104,50,452.4,217.5
TE0024260,2025-05-06,PR0036,CN089,4.49,4.49,0,Billable Delivery,104,50,466.96,224.5
TE0024261,2025-05-07,PR0036,CN089,3.57,3.57,0,Billable Delivery,104,50,371.28,178.5
TE0024262,2025-05-08,PR0036,CN089,4.08,4.08,0,Billable Delivery,104,50,424.32,204.0
TE0024263,2025-05-09,PR0036,CN089,5.63,5.63,0,Billable Delivery,104,50,585.52,281.5
TE0024264,2025-05-12,PR0036,CN089,3.52,3.52,0,Billable Delivery,104,50,366.08,176.0
TE0024265,2025-05-13,PR0036,CN089,5.06,5.06,0,Billable Delivery,104,50,526.24,253.0
TE0024266,2025-05-15,PR0036,CN089,7.14,7.14,0,Billable Delivery,104,50,742.56,357.0
TE0024267,2025-05-16,PR0036,CN089,5.78,5.78,0,Billable Delivery,104,50,601.12,289.0
TE0024268,2025-05-19,PR0036,CN089,5.51,5.51,0,Billable Delivery,104,50,573.04,275.5
TE0024269,2025-05-26,PR0036,CN089,3.61,3.61,0,Billable Delivery,104,50,375.44,180.5
TE0024270,2025-05-28,PR0036,CN089,5.08,5.08,0,Billable Delivery,104,50,528.32,254.0
TE0024271,2025-05-30,PR0036,CN089,3.41,3.41,0,Billable Delivery,104,50,354.64,170.5
TE0024272,2025-06-02,PR0036,CN089,4.96,4.96,0,Billable Delivery,104,50,515.84,248.0
TE0024273,2025-06-03,PR0036,CN089,6.66,6.66,0,Billable Delivery,104,50,692.64,333.0
TE0024274,2025-06-04,PR0036,CN089,4.97,4.97,0,Billable Delivery,104,50,516.88,248.5
TE0024275,2025-06-05,PR0036,CN089,5.27,5.27,0,Billable Delivery,104,50,548.08,263.5
TE0024276,2025-06-09,PR0036,CN089,3.92,3.92,0,Billable Delivery,104,50,407.68,196.0
TE0024277,2025-06-10,PR0036,CN089,3.34,3.34,0,Billable Delivery,104,50,347.36,167.0
TE0024278,2025-06-11,PR0036,CN089,6.76,6.76,0,Billable Delivery,104,50,703.04,338.0
TE0024279,2025-06-12,PR0036,CN089,4.24,4.24,0,Billable Delivery,104,50,440.96,212.0
TE0024280,2025-06-13,PR0036,CN089,5.83,5.83,0,Billable Delivery,104,50,606.32,291.5
TE0024281,2025-06-16,PR0036,CN089,4.0,4.0,0,Billable Delivery,104,50,416.0,200.0
TE0024282,2025-06-17,PR0036,CN089,4.26,4.26,0,Billable Delivery,104,50,443.04,213.0
TE0024283,2025-06-18,PR0036,CN089,4.46,4.46,0,Billable Delivery,104,50,463.84,223.0
TE0024284,2025-06-19,PR0036,CN089,4.41,4.41,0,Billable Delivery,104,50,458.64,220.5
TE0024285,2025-06-20,PR0036,CN089,6.49,6.49,0,Billable Delivery,104,50,674.96,324.5
TE0024286,2025-06-24,PR0036,CN089,4.45,4.45,0,Billable Delivery,104,50,462.8,222.5
TE0024287,2025-06-25,PR0036,CN089,4.87,4.87,0,Billable Delivery,104,50,506.48,243.5
TE0024288,2025-06-26,PR0036,CN089,3.77,3.77,0,Billable Delivery,104,50,392.08,188.5
TE0024289,2025-06-30,PR0036,CN089,5.52,5.52,0,Billable Delivery,104,50,574.08,276.0
TE0024290,2025-07-01,PR0036,CN089,6.29,6.29,0,Billable Delivery,104,50,654.16,314.5
TE0024291,2025-07-03,PR0036,CN089,4.44,0,4.44,Internal,0,50,0.0,222.0
TE0024292,2025-07-04,PR0036,CN089,4.61,4.61,0,Billable Delivery,104,50,479.44,230.5
TE0024293,2025-07-07,PR0036,CN089,5.05,5.05,0,Billable Delivery,104,50,525.2,252.5
TE0024294,2025-07-08,PR0036,CN089,4.97,0,4.97,Rework,0,50,0.0,248.5
TE0024295,2025-07-10,PR0036,CN089,3.71,3.71,0,Billable Delivery,104,50,385.84,185.5
TE0024296,2025-07-11,PR0036,CN089,4.96,4.96,0,Billable Delivery,104,50,515.84,248.0
TE0024297,2025-01-01,PR0036,CN039,3.92,3.92,0,Billable Delivery,143,50,560.56,196.0
TE0024298,2025-01-03,PR0036,CN039,2.3,2.3,0,Billable Delivery,143,50,328.9,115.0
TE0024299,2025-01-06,PR0036,CN039,2.1,2.1,0,Billable Delivery,143,50,300.3,105.0
TE0024300,2025-01-07,PR0036,CN039,3.83,3.83,0,Billable Delivery,143,50,547.69,191.5
TE0024301,2025-01-09,PR0036,CN039,3.22,3.22,0,Billable Delivery,143,50,460.46,161.0
TE0024302,2025-01-10,PR0036,CN039,2.49,2.49,0,Billable Delivery,143,50,356.07,124.5
TE0024303,2025-01-13,PR0036,CN039,4.56,4.56,0,Billable Delivery,143,50,652.08,228.0
TE0024304,2025-01-14,PR0036,CN039,2.49,2.49,0,Billable Delivery,143,50,356.07,124.5
TE0024305,2025-01-15,PR0036,CN039,4.7,4.7,0,Billable Delivery,143,50,672.1,235.0
TE0024306,2025-01-16,PR0036,CN039,4.73,4.73,0,Billable Delivery,143,50,676.39,236.5
TE0024307,2025-01-20,PR0036,CN039,3.77,3.77,0,Billable Delivery,143,50,539.11,188.5
TE0024308,2025-01-21,PR0036,CN039,2.99,2.99,0,Billable Delivery,143,50,427.57,149.5
TE0024309,2025-01-24,PR0036,CN039,3.33,3.33,0,Billable Delivery,143,50,476.19,166.5
TE0024310,2025-01-27,PR0036,CN039,4.34,4.34,0,Billable Delivery,143,50,620.62,217.0
TE0024311,2025-01-28,PR0036,CN039,2.88,2.88,0,Billable Delivery,143,50,411.84,144.0
TE0024312,2025-01-29,PR0036,CN039,1.86,1.86,0,Billable Delivery,143,50,265.98,93.0
TE0024313,2025-01-30,PR0036,CN039,3.11,3.11,0,Billable Delivery,143,50,444.73,155.5
TE0024314,2025-02-03,PR0036,CN039,4.68,4.68,0,Billable Delivery,143,50,669.24,234.0
TE0024315,2025-02-04,PR0036,CN039,5.13,5.13,0,Billable Delivery,143,50,733.59,256.5
TE0024316,2025-02-05,PR0036,CN039,4.65,4.65,0,Billable Delivery,143,50,664.95,232.5
TE0024317,2025-02-06,PR0036,CN039,4.07,4.07,0,Billable Delivery,143,50,582.01,203.5
TE0024318,2025-02-07,PR0036,CN039,4.12,4.12,0,Billable Delivery,143,50,589.16,206.0
TE0024319,2025-02-11,PR0036,CN039,5.3,0,5.3,Rework,0,50,0.0,265.0
TE0024320,2025-02-12,PR0036,CN039,4.6,4.6,0,Billable Delivery,143,50,657.8,230.0
TE0024321,2025-02-13,PR0036,CN039,5.15,5.15,0,Billable Delivery,143,50,736.45,257.5
TE0024322,2025-02-14,PR0036,CN039,1.89,1.89,0,Billable Delivery,143,50,270.27,94.5
TE0024323,2025-02-17,PR0036,CN039,5.01,5.01,0,Billable Delivery,143,50,716.43,250.5
TE0024324,2025-02-18,PR0036,CN039,5.54,5.54,0,Billable Delivery,143,50,792.22,277.0
TE0024325,2025-02-19,PR0036,CN039,1.96,1.96,0,Billable Delivery,143,50,280.28,98.0
TE0024326,2025-02-20,PR0036,CN039,3.32,3.32,0,Billable Delivery,143,50,474.76,166.0
TE0024327,2025-02-21,PR0036,CN039,3.59,3.59,0,Billable Delivery,143,50,513.37,179.5
TE0024328,2025-02-25,PR0036,CN039,1.64,1.64,0,Billable Delivery,143,50,234.52,82.0
TE0024329,2025-02-26,PR0036,CN039,4.04,4.04,0,Billable Delivery,143,50,577.72,202.0
TE0024330,2025-02-27,PR0036,CN039,3.02,3.02,0,Billable Delivery,143,50,431.86,151.0
TE0024331,2025-02-28,PR0036,CN039,3.6,0,3.6,Rework,0,50,0.0,180.0
TE0024332,2025-03-03,PR0036,CN039,2.59,2.59,0,Billable Delivery,143,50,370.37,129.5
TE0024333,2025-03-04,PR0036,CN039,4.86,4.86,0,Billable Delivery,143,50,694.98,243.0
TE0024334,2025-03-05,PR0036,CN039,5.68,5.68,0,Billable Delivery,143,50,812.24,284.0
TE0024335,2025-03-10,PR0036,CN039,5.87,5.87,0,Billable Delivery,143,50,839.41,293.5
TE0024336,2025-03-11,PR0036,CN039,4.68,0,4.68,Rework,0,50,0.0,234.0
TE0024337,2025-03-13,PR0036,CN039,2.61,2.61,0,Billable Delivery,143,50,373.23,130.5
TE0024338,2025-03-14,PR0036,CN039,5.14,0,5.14,Admin,0,50,0.0,257.0
TE0024339,2025-03-17,PR0036,CN039,5.04,5.04,0,Billable Delivery,143,50,720.72,252.0
TE0024340,2025-03-18,PR0036,CN039,5.81,5.81,0,Billable Delivery,143,50,830.83,290.5
TE0024341,2025-03-19,PR0036,CN039,4.33,4.33,0,Billable Delivery,143,50,619.19,216.5
TE0024342,2025-03-20,PR0036,CN039,1.9,1.9,0,Billable Delivery,143,50,271.7,95.0
TE0024343,2025-03-21,PR0036,CN039,3.03,3.03,0,Billable Delivery,143,50,433.29,151.5
TE0024344,2025-03-24,PR0036,CN039,6.2,6.2,0,Billable Delivery,143,50,886.6,310.0
TE0024345,2025-03-25,PR0036,CN039,5.87,5.87,0,Billable Delivery,143,50,839.41,293.5
TE0024346,2025-03-26,PR0036,CN039,3.86,3.86,0,Billable Delivery,143,50,551.98,193.0
TE0024347,2025-03-27,PR0036,CN039,3.8,3.8,0,Billable Delivery,143,50,543.4,190.0
TE0024348,2025-03-28,PR0036,CN039,4.81,0,4.81,Admin,0,50,0.0,240.5
TE0024349,2025-03-31,PR0036,CN039,5.93,5.93,0,Billable Delivery,143,50,847.99,296.5
TE0024350,2025-04-01,PR0036,CN039,3.86,3.86,0,Billable Delivery,143,50,551.98,193.0
TE0024351,2025-04-02,PR0036,CN039,2.42,2.42,0,Billable Delivery,143,50,346.06,121.0
TE0024352,2025-04-03,PR0036,CN039,4.03,4.03,0,Billable Delivery,143,50,576.29,201.5
TE0024353,2025-04-04,PR0036,CN039,2.86,2.86,0,Billable Delivery,143,50,408.98,143.0
TE0024354,2025-04-07,PR0036,CN039,2.88,2.88,0,Billable Delivery,143,50,411.84,144.0
TE0024355,2025-04-08,PR0036,CN039,3.27,3.27,0,Billable Delivery,143,50,467.61,163.5
TE0024356,2025-04-10,PR0036,CN039,5.52,5.52,0,Billable Delivery,143,50,789.36,276.0
TE0024357,2025-04-11,PR0036,CN039,6.11,6.11,0,Billable Delivery,143,50,873.73,305.5
TE0024358,2025-04-15,PR0036,CN039,4.68,4.68,0,Billable Delivery,143,50,669.24,234.0
TE0024359,2025-04-16,PR0036,CN039,6.61,6.61,0,Billable Delivery,143,50,945.23,330.5
TE0024360,2025-04-18,PR0036,CN039,4.02,4.02,0,Billable Delivery,143,50,574.86,201.0
TE0024361,2025-04-22,PR0036,CN039,4.91,4.91,0,Billable Delivery,143,50,702.13,245.5
TE0024362,2025-04-23,PR0036,CN039,3.46,3.46,0,Billable Delivery,143,50,494.78,173.0
TE0024363,2025-04-24,PR0036,CN039,5.5,5.5,0,Billable Delivery,143,50,786.5,275.0
TE0024364,2025-04-25,PR0036,CN039,4.99,4.99,0,Billable Delivery,143,50,713.57,249.5
TE0024365,2025-04-28,PR0036,CN039,2.71,2.71,0,Billable Delivery,143,50,387.53,135.5
TE0024366,2025-04-29,PR0036,CN039,4.41,4.41,0,Billable Delivery,143,50,630.63,220.5
TE0024367,2025-05-01,PR0036,CN039,4.3,4.3,0,Billable Delivery,143,50,614.9,215.0
TE0024368,2025-05-02,PR0036,CN039,5.24,5.24,0,Billable Delivery,143,50,749.32,262.0
TE0024369,2025-05-05,PR0036,CN039,3.67,0,3.67,Internal,0,50,0.0,183.5
TE0024370,2025-05-06,PR0036,CN039,5.03,5.03,0,Billable Delivery,143,50,719.29,251.5
TE0024371,2025-05-08,PR0036,CN039,2.49,0,2.49,Enablement,0,50,0.0,124.5
TE0024372,2025-05-09,PR0036,CN039,6.07,0,6.07,Admin,0,50,0.0,303.5
TE0024373,2025-05-12,PR0036,CN039,5.37,5.37,0,Billable Delivery,143,50,767.91,268.5
TE0024374,2025-05-13,PR0036,CN039,5.11,5.11,0,Billable Delivery,143,50,730.73,255.5
TE0024375,2025-05-14,PR0036,CN039,2.63,2.63,0,Billable Delivery,143,50,376.09,131.5
TE0024376,2025-05-15,PR0036,CN039,7.74,7.74,0,Billable Delivery,143,50,1106.82,387.0
TE0024377,2025-05-16,PR0036,CN039,5.24,5.24,0,Billable Delivery,143,50,749.32,262.0
TE0024378,2025-05-20,PR0036,CN039,1.63,1.63,0,Billable Delivery,143,50,233.09,81.5
TE0024379,2025-05-21,PR0036,CN039,4.53,4.53,0,Billable Delivery,143,50,647.79,226.5
TE0024380,2025-05-22,PR0036,CN039,4.39,4.39,0,Billable Delivery,143,50,627.77,219.5
TE0024381,2025-05-27,PR0036,CN039,0.5,0.5,0,Billable Delivery,143,50,71.5,25.0
TE0024382,2025-05-28,PR0036,CN039,2.88,2.88,0,Billable Delivery,143,50,411.84,144.0
TE0024383,2025-05-29,PR0036,CN039,5.39,5.39,0,Billable Delivery,143,50,770.77,269.5
TE0024384,2025-05-30,PR0036,CN039,2.45,0,2.45,Admin,0,50,0.0,122.5
TE0024385,2025-06-02,PR0036,CN039,4.73,4.73,0,Billable Delivery,143,50,676.39,236.5
TE0024386,2025-06-03,PR0036,CN039,4.83,4.83,0,Billable Delivery,143,50,690.69,241.5
TE0024387,2025-06-04,PR0036,CN039,3.53,3.53,0,Billable Delivery,143,50,504.79,176.5
TE0024388,2025-06-05,PR0036,CN039,3.38,3.38,0,Billable Delivery,143,50,483.34,169.0
TE0024389,2025-06-06,PR0036,CN039,5.43,5.43,0,Billable Delivery,143,50,776.49,271.5
TE0024390,2025-06-10,PR0036,CN039,5.15,5.15,0,Billable Delivery,143,50,736.45,257.5
TE0024391,2025-06-11,PR0036,CN039,4.8,4.8,0,Billable Delivery,143,50,686.4,240.0
TE0024392,2025-06-13,PR0036,CN039,5.02,5.02,0,Billable Delivery,143,50,717.86,251.0
TE0024393,2025-06-16,PR0036,CN039,1.52,1.52,0,Billable Delivery,143,50,217.36,76.0
TE0024394,2025-06-17,PR0036,CN039,4.27,4.27,0,Billable Delivery,143,50,610.61,213.5
